,day,number,total
1032,1427,3,2857
1033,1428,2,2859
1034,1429,1,2860
1035,1430,1,2861
1036,1431,2,2863
1037,1433,1,2864
1038,1435,1,2865
1039,1436,3,2868
1040,1437,2,2870
1041,1438,1,2871
1042,1440,2,2873
1043,1442,2,2875
1044,1444,3,2878
1045,1445,2,2880
1046,1447,1,2881
1047,1448,1,2882
1048,1449,2,2884
1049,1450,3,2887
1050,1451,5,2892
1051,1454,3,2895
1052,1456,3,2898
1053,1457,1,2899
1054,1458,1,2900
1055,1459,1,2901
1056,1460,1,2902
1057,1462,1,2903
1058,1464,1,2904
1059,1467,1,2905
1060,1468,1,2906
1061,1469,2,2908
1062,1470,1,2909
1063,1471,1,2910
1064,1473,2,2912
1065,1474,1,2913
1066,1475,1,2914
1067,1476,2,2916
1068,1477,4,2920
1069,1478,5,2925
1070,1479,1,2926
1071,1480,2,2928
1072,1481,6,2934
1073,1484,2,2936
1074,1487,2,2938
1075,1489,1,2939
1076,1490,3,2942
1077,1491,3,2945
1078,1492,4,2949
1079,1494,2,2951
1080,1495,2,2953
1081,1496,1,2954
1082,1497,1,2955
1083,1498,2,2957
1084,1499,3,2960
1085,1500,1,2961
1086,1501,1,2962
1087,1506,2,2964
1088,1507,2,2966
1089,1508,1,2967
1090,1509,3,2970
1091,1512,3,2973
1092,1513,1,2974
1093,1514,3,2977
1094,1515,2,2979
1095,1516,3,2982
1096,1517,1,2983
1097,1521,2,2985
1098,1522,2,2987
1099,1523,2,2989
1100,1524,2,2991
1101,1525,2,2993
1102,1526,1,2994
1103,1527,3,2997
1104,1528,4,3001
1105,1529,3,3004
1106,1530,1,3005
1107,1531,2,3007
1108,1532,2,3009
1109,1533,1,3010
1110,1534,1,3011
1111,1537,1,3012
1112,1540,1,3013
1113,1541,3,3016
1114,1542,4,3020
1115,1543,2,3022
1116,1544,4,3026
1117,1545,2,3028
1118,1546,1,3029
1119,1554,2,3031
1120,1555,1,3032
1121,1556,1,3033
1122,1557,2,3035
1123,1559,1,3036
1124,1560,1,3037
1125,1561,3,3040
1126,1565,1,3041
1127,1567,1,3042
1128,1570,2,3044
1129,1572,1,3045
1130,1574,2,3047
1131,1575,1,3048
1132,1576,1,3049
1133,1577,1,3050
1134,1578,1,3051
1135,1580,2,3053
1136,1583,3,3056
1137,1584,1,3057
1138,1589,1,3058
1139,1590,1,3059
1140,1592,1,3060
1141,1595,1,3061
1142,1597,1,3062
1143,1600,1,3063
1144,1602,2,3065
1145,1603,2,3067
1146,1604,2,3069
1147,1605,2,3071
1148,1606,1,3072
1149,1607,1,3073
1150,1608,1,3074
1151,1609,3,3077
1152,1611,2,3079
1153,1612,1,3080
1154,1613,3,3083
1155,1615,2,3085
1156,1616,2,3087
1157,1617,2,3089
1158,1620,1,3090
1159,1626,4,3094
1160,1627,3,3097
1161,1628,1,3098
1162,1629,2,3100
1163,1633,2,3102
1164,1634,1,3103
1165,1635,2,3105
1166,1638,1,3106
1167,1643,1,3107
1168,1644,2,3109
1169,1646,1,3110
1170,1647,1,3111
1171,1648,2,3113
1172,1650,1,3114
1173,1651,1,3115
1174,1652,1,3116
1175,1654,1,3117
1176,1655,2,3119
1177,1656,1,3120
1178,1659,1,3121
1179,1660,1,3122
1180,1663,1,3123
1181,1665,1,3124
1182,1667,3,3127
1183,1668,3,3130
1184,1670,1,3131
1185,1674,1,3132
1186,1675,2,3134
1187,1677,3,3137
1188,1678,1,3138
1189,1679,1,3139
1190,1681,2,3141
1191,1682,4,3145
1192,1683,1,3146
1193,1686,1,3147
1194,1687,1,3148
1195,1689,1,3149
1196,1691,1,3150
1197,1693,1,3151
1198,1694,2,3153
1199,1696,1,3154
1200,1697,2,3156
1201,1703,1,3157
1202,1706,1,3158
1203,1707,2,3160
1204,1711,1,3161
1205,1715,2,3163
1206,1717,4,3167
1207,1718,1,3168
1208,1721,1,3169
1209,1722,5,3174
1210,1723,1,3175
1211,1725,3,3178
1212,1726,2,3180
1213,1728,1,3181
1214,1729,1,3182
1215,1730,4,3186
1216,1731,1,3187
1217,1732,4,3191
1218,1733,4,3195
1219,1734,3,3198
1220,1737,1,3199
1221,1738,1,3200
1222,1739,1,3201
1223,1743,1,3202
1224,1745,2,3204
1225,1749,2,3206
1226,1750,2,3208
1227,1751,1,3209
1228,1753,1,3210
1229,1754,2,3212
1230,1757,1,3213
1231,1758,1,3214
1232,1759,1,3215
1233,1765,1,3216
1234,1766,2,3218
1235,1767,1,3219
1236,1769,1,3220
1237,1771,1,3221
1238,1772,1,3222
1239,1773,2,3224
1240,1774,5,3229
1241,1776,1,3230
1242,1777,3,3233
1243,1778,3,3236
1244,1779,2,3238
1245,1780,5,3243
1246,1781,1,3244
1247,1784,5,3249
1248,1785,4,3253
1249,1786,3,3256
1250,1787,4,3260
1251,1788,5,3265
1252,1789,5,3270
1253,1791,1,3271
1254,1792,3,3274
1255,1793,2,3276
1256,1794,6,3282
1257,1795,2,3284
1258,1797,1,3285
1259,1798,3,3288
1260,1799,2,3290
1261,1801,2,3292
1262,1805,8,3300
1263,1806,1,3301
1264,1807,4,3305
1265,1808,2,3307
1266,1809,1,3308
1267,1810,2,3310
1268,1812,2,3312
1269,1814,1,3313
1270,1815,4,3317
1271,1816,2,3319
1272,1817,1,3320
1273,1819,1,3321
1274,1820,2,3323
1275,1821,3,3326
1276,1822,2,3328
1277,1823,1,3329
1278,1826,3,3332
1279,1827,2,3334
1280,1830,3,3337
1281,1833,2,3339
1282,1834,3,3342
1283,1835,1,3343
1284,1836,2,3345
1285,1837,4,3349
1286,1838,2,3351
1287,1841,9,3360
1288,1842,3,3363
1289,1843,3,3366
1290,1844,1,3367
1291,1848,9,3376
1292,1849,1,3377
1293,1850,1,3378
1294,1851,3,3381
1295,1854,3,3384
1296,1857,1,3385
1297,1858,3,3388
1298,1861,2,3390
1299,1863,1,3391
1300,1864,2,3393
1301,1868,1,3394
1302,1870,2,3396
1303,1871,2,3398
1304,1878,1,3399
1305,1880,1,3400
1306,1882,1,3401
1307,1884,1,3402
1308,1892,1,3403
1309,1897,1,3404
1310,1899,1,3405
1311,1900,1,3406
1312,1901,1,3407
1313,1902,1,3408
1314,1903,1,3409
1315,1905,5,3414
1316,1907,1,3415
1317,1911,1,3416
1318,1912,1,3417
1319,1913,1,3418
1320,1916,2,3420
1321,1917,1,3421
1322,1918,2,3423
1323,1920,1,3424
1324,1921,1,3425
1325,1924,2,3427
1326,1932,1,3428
1327,1933,1,3429
1328,1934,1,3430
1329,1938,1,3431
1330,1941,1,3432
1331,1944,1,3433
1332,1947,1,3434
1333,1948,1,3435
1334,1953,3,3438
1335,1955,1,3439
1336,1956,2,3441
1337,1960,3,3444
1338,1963,1,3445
1339,1969,2,3447
1340,1970,1,3448
1341,1974,1,3449
1342,1975,1,3450
1343,1978,1,3451
1344,1979,1,3452
1345,1981,1,3453
1346,1985,1,3454
1347,1988,2,3456
1348,1989,2,3458
1349,1994,1,3459
1350,1995,1,3460
1351,1998,1,3461
1352,1999,2,3463
1353,2000,1,3464
1354,2003,2,3466
1355,2004,2,3468
1356,2005,1,3469
1357,2006,2,3471
1358,2008,1,3472
1359,2009,2,3474
1360,2010,1,3475
1361,2015,1,3476
1362,2016,1,3477
1363,2021,2,3479
1364,2022,1,3480
1365,2023,1,3481
1366,2024,3,3484
1367,2029,1,3485
1368,2032,1,3486
1369,2034,1,3487
1370,2037,1,3488
1371,2038,1,3489
1372,2039,1,3490
1373,2041,1,3491
1374,2046,1,3492
1375,2050,1,3493
1376,2051,3,3496
1377,2053,2,3498
1378,2059,4,3502
1379,2060,1,3503
1380,2061,1,3504
1381,2062,1,3505
1382,2065,1,3506
1383,2074,1,3507
1384,2075,1,3508
1385,2078,3,3511
1386,2081,1,3512
1387,2082,2,3514
1388,2088,1,3515
1389,2094,3,3518
1390,2097,1,3519
1391,2104,2,3521
1392,2106,1,3522
1393,2108,1,3523
1394,2110,2,3525
1395,2116,1,3526
1396,2117,2,3528
1397,2119,1,3529
1398,2121,1,3530
1399,2124,1,3531
1400,2127,1,3532
1401,2128,4,3536
1402,2129,3,3539
1403,2130,1,3540
1404,2131,1,3541
1405,2132,2,3543
1406,2133,1,3544
1407,2139,1,3545
1408,2142,1,3546
1409,2145,1,3547
1410,2152,1,3548
1411,2154,1,3549
1412,2157,1,3550
1413,2160,1,3551
1414,2161,1,3552
1415,2164,1,3553
1416,2166,1,3554
1417,2168,1,3555
1418,2176,1,3556
1419,2184,1,3557
1420,2185,2,3559
1421,2190,1,3560
1422,2193,2,3562
1423,2195,2,3564
1424,2197,2,3566
1425,2199,1,3567
1426,2200,1,3568
1427,2201,2,3570
1428,2207,1,3571
1429,2212,1,3572
1430,2213,1,3573
1431,2214,1,3574
1432,2215,2,3576
1433,2216,1,3577
1434,2219,3,3580
1435,2220,4,3584
1436,2222,1,3585
1437,2228,2,3587
1438,2229,1,3588
1439,2230,1,3589
1440,2231,1,3590
1441,2232,1,3591
1442,2233,1,3592
1443,2234,1,3593
1444,2236,1,3594
1445,2237,1,3595
1446,2241,1,3596
1447,2246,2,3598
1448,2247,1,3599
1449,2248,1,3600
1450,2250,2,3602
1451,2253,1,3603
1452,2254,1,3604
